date,division,district,upazila,disease,cases,deaths,population
2024-07-04,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-07-04,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-07-04,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-07-07,Dhaka,Dhaka District,Dhamrai,Measles,4,0,200000
2024-07-07,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2024-07-07,Dhaka,Dhaka District,Dhamrai,Diarrhea,8,0,200000
2024-07-07,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-07-07,Khulna,Jashore,Jashore Sadar,Dengue,13,0,200000
2024-07-07,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-07-08,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-07-08,Dhaka,Dhaka District,Dhamrai,Dengue,15,0,200000
2024-07-08,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-07-08,Khulna,Jashore,Jashore Sadar,Measles,5,0,200000
2024-07-08,Khulna,Jashore,Jashore Sadar,Dengue,9,0,200000
2024-07-08,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-07-09,Dhaka,Dhaka District,Dhamrai,Measles,4,0,200000
2024-07-09,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2024-07-09,Dhaka,Dhaka District,Dhamrai,Diarrhea,1,0,200000
2024-07-09,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2024-07-09,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2024-07-09,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-07-10,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-07-10,Dhaka,Dhaka District,Dhamrai,Dengue,13,0,200000
2024-07-10,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-07-10,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-07-10,Khulna,Jashore,Jashore Sadar,Dengue,9,0,200000
2024-07-10,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2024-07-11,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-07-11,Dhaka,Dhaka District,Dhamrai,Dengue,11,0,200000
2024-07-11,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-07-11,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-07-11,Khulna,Jashore,Jashore Sadar,Dengue,13,0,200000
2024-07-11,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-07-14,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-07-14,Dhaka,Dhaka District,Dhamrai,Dengue,9,0,200000
2024-07-14,Dhaka,Dhaka District,Dhamrai,Diarrhea,7,0,200000
2024-07-14,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-07-14,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2024-07-14,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-07-15,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-07-15,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2024-07-15,Dhaka,Dhaka District,Dhamrai,Diarrhea,7,0,200000
2024-07-15,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-07-15,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2024-07-15,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2024-07-16,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-07-16,Dhaka,Dhaka District,Dhamrai,Dengue,6,0,200000
2024-07-16,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-07-16,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-07-16,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2024-07-16,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2024-07-17,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-07-17,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2024-07-17,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-07-17,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-07-17,Khulna,Jashore,Jashore Sadar,Dengue,9,0,200000
2024-07-17,Khulna,Jashore,Jashore Sadar,Diarrhea,7,0,200000
2024-07-18,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-07-18,Dhaka,Dhaka District,Dhamrai,Dengue,13,0,200000
2024-07-18,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-07-18,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2024-07-18,Khulna,Jashore,Jashore Sadar,Dengue,9,0,200000
2024-07-18,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-07-21,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-07-21,Dhaka,Dhaka District,Dhamrai,Dengue,5,0,200000
2024-07-21,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-07-21,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-07-21,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2024-07-21,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-07-22,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-07-22,Dhaka,Dhaka District,Dhamrai,Dengue,11,0,200000
2024-07-22,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-07-22,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2024-07-22,Khulna,Jashore,Jashore Sadar,Dengue,18,0,200000
2024-07-22,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2024-07-23,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-07-23,Dhaka,Dhaka District,Dhamrai,Dengue,13,0,200000
2024-07-23,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-07-23,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-07-23,Khulna,Jashore,Jashore Sadar,Dengue,8,0,200000
2024-07-23,Khulna,Jashore,Jashore Sadar,Diarrhea,9,0,200000
2024-07-24,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-07-24,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2024-07-24,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-07-24,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2024-07-24,Khulna,Jashore,Jashore Sadar,Dengue,12,0,200000
2024-07-24,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-07-25,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-07-25,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2024-07-25,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-07-25,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-07-25,Khulna,Jashore,Jashore Sadar,Dengue,13,0,200000
2024-07-25,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-07-28,Dhaka,Dhaka District,Dhamrai,Measles,5,0,200000
2024-07-28,Dhaka,Dhaka District,Dhamrai,Dengue,7,0,200000
2024-07-28,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-07-28,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2024-07-28,Khulna,Jashore,Jashore Sadar,Dengue,10,0,200000
2024-07-28,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-07-29,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-07-29,Dhaka,Dhaka District,Dhamrai,Dengue,9,0,200000
2024-07-29,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-07-29,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-07-29,Khulna,Jashore,Jashore Sadar,Dengue,11,0,200000
2024-07-29,Khulna,Jashore,Jashore Sadar,Diarrhea,7,0,200000
2024-07-30,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-07-30,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2024-07-30,Dhaka,Dhaka District,Dhamrai,Diarrhea,1,0,200000
2024-07-30,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-07-30,Khulna,Jashore,Jashore Sadar,Dengue,14,0,200000
2024-07-30,Khulna,Jashore,Jashore Sadar,Diarrhea,7,0,200000
2024-07-31,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-07-31,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2024-07-31,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-07-31,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-07-31,Khulna,Jashore,Jashore Sadar,Dengue,17,0,200000
2024-07-31,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-08-01,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-08-01,Dhaka,Dhaka District,Dhamrai,Dengue,9,0,200000
2024-08-01,Dhaka,Dhaka District,Dhamrai,Diarrhea,1,0,200000
2024-08-01,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-08-01,Khulna,Jashore,Jashore Sadar,Dengue,10,0,200000
2024-08-01,Khulna,Jashore,Jashore Sadar,Diarrhea,7,0,200000
2024-08-04,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-08-04,Dhaka,Dhaka District,Dhamrai,Dengue,11,0,200000
2024-08-04,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-08-04,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-08-04,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2024-08-04,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-08-05,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-08-05,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2024-08-05,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-08-05,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2024-08-05,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2024-08-05,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-08-06,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-08-06,Dhaka,Dhaka District,Dhamrai,Dengue,3,0,200000
2024-08-06,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-08-06,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-08-06,Khulna,Jashore,Jashore Sadar,Dengue,5,0,200000
2024-08-06,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-08-07,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-08-07,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2024-08-07,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-08-07,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2024-08-07,Khulna,Jashore,Jashore Sadar,Dengue,12,0,200000
2024-08-07,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-08-08,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-08-08,Dhaka,Dhaka District,Dhamrai,Dengue,9,0,200000
2024-08-08,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-08-08,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-08-08,Khulna,Jashore,Jashore Sadar,Dengue,16,0,200000
2024-08-08,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-08-11,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-08-11,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2024-08-11,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-08-11,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-08-11,Khulna,Jashore,Jashore Sadar,Dengue,12,0,200000
2024-08-11,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-08-12,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-08-12,Dhaka,Dhaka District,Dhamrai,Dengue,11,0,200000
2024-08-12,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-08-12,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-08-12,Khulna,Jashore,Jashore Sadar,Dengue,14,0,200000
2024-08-12,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-08-13,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-08-13,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2024-08-13,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-08-13,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-08-13,Khulna,Jashore,Jashore Sadar,Dengue,11,0,200000
2024-08-13,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-08-14,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-08-14,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2024-08-14,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-08-14,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-08-14,Khulna,Jashore,Jashore Sadar,Dengue,14,0,200000
2024-08-14,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-08-15,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-08-15,Dhaka,Dhaka District,Dhamrai,Dengue,11,0,200000
2024-08-15,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-08-15,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-08-15,Khulna,Jashore,Jashore Sadar,Dengue,11,0,200000
2024-08-15,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-08-18,Dhaka,Dhaka District,Dhamrai,Measles,5,0,200000
2024-08-18,Dhaka,Dhaka District,Dhamrai,Dengue,9,0,200000
2024-08-18,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-08-18,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-08-18,Khulna,Jashore,Jashore Sadar,Dengue,3,0,200000
2024-08-18,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-08-19,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-08-19,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2024-08-19,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-08-19,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-08-19,Khulna,Jashore,Jashore Sadar,Dengue,14,0,200000
2024-08-19,Khulna,Jashore,Jashore Sadar,Diarrhea,7,0,200000
2024-08-20,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-08-20,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2024-08-20,Dhaka,Dhaka District,Dhamrai,Diarrhea,8,0,200000
2024-08-20,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2024-08-20,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2024-08-20,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2024-08-21,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-08-21,Dhaka,Dhaka District,Dhamrai,Dengue,11,0,200000
2024-08-21,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-08-21,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-08-21,Khulna,Jashore,Jashore Sadar,Dengue,12,0,200000
2024-08-21,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2024-08-22,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-08-22,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2024-08-22,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-08-22,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-08-22,Khulna,Jashore,Jashore Sadar,Dengue,12,0,200000
2024-08-22,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2024-08-25,Dhaka,Dhaka District,Dhamrai,Measles,4,0,200000
2024-08-25,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2024-08-25,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-08-25,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2024-08-25,Khulna,Jashore,Jashore Sadar,Dengue,10,0,200000
2024-08-25,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-08-26,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-08-26,Dhaka,Dhaka District,Dhamrai,Dengue,7,0,200000
2024-08-26,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-08-26,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-08-26,Khulna,Jashore,Jashore Sadar,Dengue,14,0,200000
2024-08-26,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-08-27,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-08-27,Dhaka,Dhaka District,Dhamrai,Dengue,4,0,200000
2024-08-27,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-08-27,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-08-27,Khulna,Jashore,Jashore Sadar,Dengue,16,0,200000
2024-08-27,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-08-28,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-08-28,Dhaka,Dhaka District,Dhamrai,Dengue,16,0,200000
2024-08-28,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-08-28,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-08-28,Khulna,Jashore,Jashore Sadar,Dengue,16,0,200000
2024-08-28,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-08-29,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-08-29,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2024-08-29,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-08-29,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2024-08-29,Khulna,Jashore,Jashore Sadar,Dengue,10,0,200000
2024-08-29,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-09-01,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-09-01,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2024-09-01,Dhaka,Dhaka District,Dhamrai,Diarrhea,7,0,200000
2024-09-01,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2024-09-01,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2024-09-01,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-09-02,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-09-02,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2024-09-02,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-09-02,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-09-02,Khulna,Jashore,Jashore Sadar,Dengue,9,0,200000
2024-09-02,Khulna,Jashore,Jashore Sadar,Diarrhea,7,0,200000
2024-09-03,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-09-03,Dhaka,Dhaka District,Dhamrai,Dengue,6,0,200000
2024-09-03,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-09-03,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-09-03,Khulna,Jashore,Jashore Sadar,Dengue,11,0,200000
2024-09-03,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-09-04,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-09-04,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2024-09-04,Dhaka,Dhaka District,Dhamrai,Diarrhea,7,0,200000
2024-09-04,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-09-04,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2024-09-04,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-09-05,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-09-05,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2024-09-05,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-09-05,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-09-05,Khulna,Jashore,Jashore Sadar,Dengue,13,0,200000
2024-09-05,Khulna,Jashore,Jashore Sadar,Diarrhea,9,0,200000
2024-09-08,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-09-08,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2024-09-08,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-09-08,Khulna,Jashore,Jashore Sadar,Measles,8,0,200000
2024-09-08,Khulna,Jashore,Jashore Sadar,Dengue,13,0,200000
2024-09-08,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-09-09,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-09-09,Dhaka,Dhaka District,Dhamrai,Dengue,6,0,200000
2024-09-09,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-09-09,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-09-09,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2024-09-09,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2024-09-10,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-09-10,Dhaka,Dhaka District,Dhamrai,Dengue,9,0,200000
2024-09-10,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-09-10,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-09-10,Khulna,Jashore,Jashore Sadar,Dengue,10,0,200000
2024-09-10,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-09-11,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-09-11,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2024-09-11,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-09-11,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-09-11,Khulna,Jashore,Jashore Sadar,Dengue,14,0,200000
2024-09-11,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2024-09-12,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-09-12,Dhaka,Dhaka District,Dhamrai,Dengue,14,0,200000
2024-09-12,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-09-12,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2024-09-12,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2024-09-12,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2024-09-15,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-09-15,Dhaka,Dhaka District,Dhamrai,Dengue,7,0,200000
2024-09-15,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-09-15,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-09-15,Khulna,Jashore,Jashore Sadar,Dengue,13,0,200000
2024-09-15,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-09-16,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-09-16,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2024-09-16,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2024-09-16,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-09-16,Khulna,Jashore,Jashore Sadar,Dengue,16,0,200000
2024-09-16,Khulna,Jashore,Jashore Sadar,Diarrhea,9,0,200000
2024-09-17,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-09-17,Dhaka,Dhaka District,Dhamrai,Dengue,7,0,200000
2024-09-17,Dhaka,Dhaka District,Dhamrai,Diarrhea,1,0,200000
2024-09-17,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2024-09-17,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2024-09-17,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2024-09-18,Dhaka,Dhaka District,Dhamrai,Measles,4,0,200000
2024-09-18,Dhaka,Dhaka District,Dhamrai,Dengue,7,0,200000
2024-09-18,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2024-09-18,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-09-18,Khulna,Jashore,Jashore Sadar,Dengue,8,0,200000
2024-09-18,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-09-19,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-09-19,Dhaka,Dhaka District,Dhamrai,Dengue,7,0,200000
2024-09-19,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2024-09-19,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-09-19,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2024-09-19,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2024-09-22,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2024-09-22,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2024-09-22,Dhaka,Dhaka District,Dhamrai,Diarrhea,10,0,200000
2024-09-22,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2024-09-22,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2024-09-22,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-09-23,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-09-23,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2024-09-23,Dhaka,Dhaka District,Dhamrai,Diarrhea,9,0,200000
2024-09-23,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2024-09-23,Khulna,Jashore,Jashore Sadar,Dengue,8,0,200000
2024-09-23,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2024-09-24,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2024-09-24,Dhaka,Dhaka District,Dhamrai,Dengue,9,0,200000
2024-09-24,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2024-09-24,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2024-09-24,Khulna,Jashore,Jashore Sadar,Dengue,8,0,200000
2024-09-24,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2024-09-25,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2024-09-25,Dhaka,Dhaka District,Dhamrai,Dengue,9,0,200000
2024-09-25,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2024-09-25,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2024-09-25,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2024-09-25,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2024-09-26,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2024-09-26,Dhaka,Dhaka District,Dhamrai,Dengue,14,0,200000
